City,Product ID,Order ID,First Name,Last Name,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit,Latitude,Longitude
Dallas,Product1,761509025,Gertha,Temple,6298,81.73,56.67,514735.54,356907.66,157827.88,32.84497,-96.78725
Arlington,Product2,799954736,Virgilio,Phillip,3238,47.45,31.79,153643.1,102936.02,50707.08,32.73347,-97.10135
Arlington,Product1,778593623,Lieselotte,Moorman,2010,152.58,97.44,306685.8,195854.4,110831.4,32.73124,-97.10289
Hurst,Product1,877162015,Oda,Walden,588,437.2,263.33,257073.6,154838.04,102235.56,32.84728,-97.18612
Plano,Product1,445708739,Sammie,Weiner,3975,81.73,56.67,324876.75,225263.25,99613.5,33.01986,-96.7953
Dallas,Product2,254595124,Kraig,Cazares,9210,668.27,502.54,6154766.7,4628393.4,1526373.3,32.83488,-96.6753
Dallas,Product1,244494998,Booker,Cotton,358,255.28,159.42,91390.24,57072.36,34317.88,32.81015,-96.8486
Dallas,Product1,876394689,Daron,Loving,3519,205.7,117.11,723858.3,412110.09,311748.21,32.92771,-96.80361
Farmers Branch,Product1,881593024,Ronnie,Boyd,1822,9.33,6.92,16999.26,12608.24,4391.02,32.92209,-96.88179
Farmers Branch,Product1,411701333,Cruz,Bear,428,109.28,35.84,46771.84,15339.52,31432.32,32.92153,-96.88176
Garland,Product1,588643443,Luella,Underwood,1531,255.28,159.42,390833.68,244072.02,146761.66,32.93124,-96.68219
Grand Prairie,Product1,354655683,Hedwig,Halsey,9353,47.45,31.79,443799.85,297331.87,146467.98,32.74593,-96.99607
Richardson,Product1,522286880,Arvilla,Bethea,5149,109.28,35.84,562682.72,184540.16,378142.56,32.95171,-96.73351
Richardson,Product1,624398362,Mikki,Ulrich,2206,651.21,524.96,1436569.26,1158061.76,278507.5,32.95264,-96.73385
Arlington,Product1,264163959,Osvaldo,Courtney,840,47.45,31.79,39858,26703.6,13154.4,32.70643,-97.11584
Colleyville,Product1,465069997,Meta,Beckett,3402,47.45,31.79,161424.9,108149.58,53275.32,32.88343,-97.15389
Fort Worth,Product1,520915305,Dedra,Pendergrass,9270,651.21,524.96,6036716.7,4866379.2,1170337.5,32.66189,-97.27973
Fort Worth,Product1,245811212,Lynetta,Goldberg,9855,47.45,31.79,467619.75,313290.45,154329.3,32.75832,-97.33062
Lewisville,Product1,424181544,Sharice,Mathias,3600,205.7,117.11,740520,421596,318924,33.04338,-97.01677
New Braunfels,Product2,560762631,Hilton,Krause,979,651.21,524.96,637534.59,513935.84,123598.75,29.70225,-98.12528
San Antonio,Product2,230603301,Leroy,Leach,9496,651.21,524.96,6183890.16,4985020.16,1198870,29.51583,-98.4567
San Antonio,Product1,429064881,Joann,Easton,8688,154.06,90.93,1338473.28,789999.84,548473.44,29.39698,-98.48682
San Antonio,Product1,421821200,Santiago,Dolan,5122,668.27,502.54,3422878.94,2574009.88,848869.06,29.39697,-98.48679
San Antonio,Product1,894858586,Rebekah,Bivins,7396,651.21,524.96,4816349.16,3882604.16,933745,29.5121,-98.56836
El Paso,Product1,804475867,Magen,Craddock,1141,47.45,31.79,54140.45,36272.39,17868.06,31.75889,-106.49059
El Paso,Product1,527284371,Emmaline,Orton,4018,255.28,159.42,1025715.04,640549.56,385165.48,31.76695,-106.41907
El Paso,Product1,510207927,Evangelina,Collins,718,47.45,31.79,34069.1,22825.22,11243.88,31.80869,-106.46267
El Paso,Product1,820482861,Jonah,Nesbitt,7967,154.06,90.93,1227396.02,724439.31,502956.71,31.87774,-106.42029
El Paso,Product1,695658004,Lloyd,Faulkner,9517,437.2,263.33,4160832.4,2506111.61,1654720.79,31.75481,-106.319
El Paso,Product1,793594682,Joel,Burleson,1157,437.2,263.33,505840.4,304672.81,201167.59,31.8387,-106.56615
El Paso,Product1,942466723,Alisia,Couture,5702,255.28,159.42,1455606.56,909012.84,546593.72,31.83022,-106.5264
Mcallen,Product1,590760457,Jacinda,Thorp,8002,9.33,6.92,74658.66,55373.84,19284.82,26.25385,-98.2215
Arlington,Product1,157274711,Barabara,Gabbard,9937,651.21,524.96,6471073.77,5216527.52,1254546.25,32.66787,-97.13414
Houston,Product1,581120812,Carmen,Stafford,5417,47.45,31.79,257036.65,172206.43,84830.22,29.72131,-95.37927
Houston,Product3,171722590,Lowell,Spicer,5385,9.33,6.92,50242.05,37264.2,12977.85,29.64481,-95.46365
Houston,Product1,458816373,Rudolf,Ramirez,2815,651.21,524.96,1833156.15,1477762.4,355393.75,29.76009,-95.36372
El Paso,Product1,342450988,Shaunta,Westbrook,7712,47.45,31.79,365934.4,245164.48,120769.92,31.76794,-106.29781
Dallas,Product1,142987763,Dewayne,Lewis,2112,668.27,502.54,1411386.24,1061364.48,350021.76,32.69432,-96.79336
Austin,Product1,251100528,King,Stjohn,5081,109.28,35.84,555251.68,182103.04,373148.64,30.193,-97.76909
Kingwood,Product1,677775609,Xuan,Spicer,7719,437.2,263.33,3374746.8,2032644.27,1342102.53,30.04492,-95.18146
Austin,Product1,604311835,Marni,Tirado,8156,152.58,97.44,1244442.48,794720.64,449721.84,30.22124,-97.83653
Plano,Product1,632320535,Lawanda,Jaime,6553,651.21,524.96,4267379.13,3440062.88,827316.25,33.04513,-96.82756
Round Rock,Product1,533725535,Gilberto,Allison,101,152.58,97.44,15410.58,9841.44,5569.14,30.5205,-97.71931
Plano,Product1,600763165,Yuette,Pollard,8026,81.73,56.67,655964.98,454833.42,201131.56,33.07168,-96.77346
Carrollton,Product1,295982253,Chelsie,Sisco,6581,154.06,90.93,1013868.86,598410.33,415458.53,33.02022,-96.94238
Houston,Product1,502244126,Aurelio,Lamar,4053,421.89,364.69,1709920.17,1478088.57,231831.6,29.73652,-95.46052
Houston,Product3,372722613,Carl,Delong,5759,81.73,56.67,470683.07,326362.53,144320.54,29.70471,-95.55195
Houston,Product1,480904042,Shanna,Volz,9048,152.58,97.44,1380543.84,881637.12,498906.72,29.7293,-95.42928
The Woodlands,Product1,570587241,Linwood,Oaks,8299,668.27,502.54,5545972.73,4170579.46,1375393.27,30.20956,-95.52477
Frisco,Product1,905883538,Donny,Lemke,9925,205.7,117.11,2041572.5,1162316.75,879255.75,33.11988,-96.80546
Houston,Product1,921216762,Ninfa,Baron,7366,154.06,90.93,1134805.96,669790.38,465015.58,29.78374,-95.52161
Mckinney,Product1,571323239,Harrison,Cavazos,6097,154.06,90.93,939303.82,554400.21,384903.61,33.17396,-96.68389
Austin,Product3,781251800,Kelley,Curley,8623,437.2,263.33,3769975.6,2270694.59,1499281.01,30.40533,-97.85313
Allen,Product1,296363770,Winnifred,Hoke,9480,421.89,364.69,3999517.2,3457261.2,542256,33.10084,-96.68391
Irving,Product1,632332980,Elias,Collette,236,154.06,90.93,36358.16,21459.48,14898.68,32.91359,-96.95878
Round Rock,Product1,225145757,Alfonso,Alba,4487,437.2,263.33,1961716.4,1181561.71,780154.69,30.49971,-97.72133
Austin,Product1,281100928,Simone,Rea,2866,152.58,97.44,437294.28,279263.04,158031.24,30.29886,-97.7207
Bee Cave,Product2,726809823,Woodrow,Mccann,8033,152.58,97.44,1225675.14,782735.52,442939.62,30.30359,-97.93349
Nesconset,Product1,659196269,Dario,Spencer,9680,668.27,502.54,6468853.6,4864587.2,1604266.4,40.84398,-73.14464
Fairfield,Product1,595496594,Polly,Armstrong,9530,81.73,56.67,778886.9,540065.1,238821.8,40.89175,-74.26891
Austin,Product1,223259627,Lurline,Roby,6340,437.2,263.33,2771848,1669512.2,1102335.8,30.21564,-97.82931
New York City,Product1,650346696,Charlie,Meehan,894,154.06,90.93,137729.64,81291.42,56438.22,40.70577,-74.00829
Jersey City,Product1,354931628,Theresa,Dalton,1011,81.73,56.67,82629.03,57293.37,25335.66,40.72702,-74.03488
Stamford,Product2,135500752,Contessa,Sheppard,6539,152.58,97.44,997720.62,637160.16,360560.46,41.1059,-73.54814
Newark,Product2,860852897,Sharen,Halverson,4357,205.7,117.11,896234.9,510248.27,385986.63,40.73674,-74.17122
Pomona,Product1,320099389,Adele,Mccallum,3377,154.06,90.93,520260.62,307070.61,213190.01,41.18342,-74.04742
Austin,Product1,872664058,Ha,Matson,9542,651.21,524.96,6213845.82,5009168.32,1204677.5,30.40317,-97.67219
Englewood,Product1,898283231,Fletcher,Ashcraft,825,205.7,117.11,169702.5,96615.75,73086.75,40.89173,-73.97358
Hoboken,Product1,647005736,Nickolas,Lara,2230,205.7,117.11,458711,261155.3,197555.7,40.73776,-74.02851
New Hyde Park,Product1,889192903,Blanche,Chandler,795,47.45,31.79,37722.75,25273.05,12449.7,40.75599,-73.68815
New York City,Product1,665518558,Warren,Coe,585,9.33,6.92,5458.05,4048.2,1409.85,40.78166,-73.95264
Frisco,Product1,436969029,Erich,Mancuso,7701,421.89,364.69,3248974.89,2808477.69,440497.2,33.15302,-96.86251
Dallas,Product1,734843146,Carisa,Drake,5272,437.2,263.33,2304918.4,1388275.76,916642.64,32.8072,-96.79742
Sugar Land,Product2,810752236,Cruz,Emery,8458,154.06,90.93,1303039.48,769085.94,533953.54,29.60851,-95.64177
Houston,Product1,886620128,Vanetta,Mabe,9453,651.21,524.96,6155888.13,4962446.88,1193441.25,29.88104,-95.64529
Princeton,Product1,804683148,Fernanda,Vigil,2480,421.89,364.69,1046287.2,904431.2,141856,40.34881,-74.66284
Pearland,Product2,477490127,Darell,Alderman,8794,668.27,502.54,5876766.38,4419336.76,1457429.62,29.53064,-95.307
Columbus,Product1,337902390,Elaina,Hinojosa,1681,152.58,97.44,256486.98,163796.64,92690.34,40.03334,-82.96386
Columbus,Product1,889093768,Jc,Maas,1458,205.7,117.11,299910.6,170746.38,129164.22,39.93168,-82.96471
Columbus,Product1,454550588,Germaine,Peoples,475,205.7,117.11,97707.5,55627.25,42080.25,39.97184,-82.91539
Columbus,Product1,128071677,Chara,Byrd,8110,109.28,35.84,886260.8,290662.4,595598.4,39.95452,-83.08376
Hilliard,Product1,623768365,Emmett,Herrmann,5776,81.73,56.67,472072.48,327325.92,144746.56,40.03457,-83.15893
Reynoldsburg,Product1,926064479,Burl,Slattery,1913,651.21,524.96,1245764.73,1004248.48,241516.25,39.95519,-82.80773
Columbus,Product1,539696347,Yi,Tamayo,6997,81.73,56.67,571864.81,396519.99,175344.82,40.06054,-82.97794
Columbus,Product1,839712798,Carlos,Lindsey,8532,668.27,502.54,5701679.64,4287671.28,1414008.36,40.02351,-83.05896
Columbus,Product3,121475160,King,English,6054,47.45,31.79,287262.3,192456.66,94805.64,40.08713,-82.98157
Columbus,Product1,350657260,Emmett,Ordonez,6130,109.28,35.84,669886.4,219699.2,450187.2,39.92324,-82.88001
Worthington,Product2,413245427,Tessie,Arriola,7360,9.33,6.92,68668.8,50931.2,17737.6,40.10708,-83.01766
Columbus,Product1,165538489,Clint,Amaral,5372,668.27,502.54,3589946.44,2699644.88,890301.56,39.92743,-83.08962
Whitehall,Product1,884147775,Lacy,Mcgehee,7829,47.45,31.79,371486.05,248883.91,122602.14,39.9554,-82.87348
Columbus,Product1,315997111,Forest,Longoria,9422,437.2,263.33,4119298.4,2481095.26,1638203.14,40.05641,-83.07421
Reynoldsburg,Product1,328322827,Jin,Ackerman,6876,437.2,263.33,3006187.2,1810657.08,1195530.12,39.93934,-82.83027
Columbus,Product1,158673751,Herb,Crouch,3944,152.58,97.44,601775.52,384303.36,217472.16,39.94499,-82.99732
Columbus,Product1,464911210,Hilary,Martinson,6413,152.58,97.44,978495.54,624882.72,353612.82,40.08608,-82.95106
Westerville,Product1,175209033,Charita,Weber,7101,255.28,159.42,1812743.28,1132041.42,680701.86,40.10522,-82.92258
Dublin,Product1,538053548,Teddy,Witherspoon,856,668.27,502.54,572039.12,430174.24,141864.88,40.09614,-83.12507
Gahanna,Product1,172243583,Tim,Sallee,9559,81.73,56.67,781257.07,541708.53,239548.54,40.02061,-82.86642
Mount Sterling,Product1,916890466,Walter,Goldberg,7119,255.28,159.42,1817338.32,1134910.98,682427.34,39.72065,-83.26682
Marysville,Product1,181418025,Latrina,Archuleta,4480,651.21,524.96,2917420.8,2351820.8,565600,40.2368,-83.37286
Circleville,Product1,395562589,Fred,Collazo,4615,47.45,31.79,218981.75,146710.85,72270.9,39.60192,-82.94499
Dublin,Product1,459372985,Lindsey,Rector,7529,255.28,159.42,1922003.12,1200273.18,721729.94,40.10568,-83.09206
Columbus,Product1,693210542,Shandi,Prince,5259,421.89,364.69,2218719.51,1917904.71,300814.8,39.96875,-82.96824
Pickerington,Product1,587749087,Bryce,Joseph,6871,81.73,56.67,561566.83,389379.57,172187.26,39.92794,-82.78771
Sunbury,Product1,153974950,Guadalupe,Noll,3464,9.33,6.92,32319.12,23970.88,8348.24,40.24182,-82.85853
Delaware,Product2,373186957,Emogene,Corrigan,3169,154.06,90.93,488216.14,288157.17,200058.97,40.30093,-83.06759
Newark,Product1,946996438,Quentin,Roach,6145,81.73,56.67,502230.85,348237.15,153993.7,40.05831,-82.40289
Canal Winchester,Product2,747327220,Manda,Goldman,9587,152.58,97.44,1462784.46,934157.28,528627.18,39.8426,-82.80567
Heath,Product2,966415631,Tosha,Shore,2716,668.27,502.54,1815021.32,1364898.64,450122.68,40.0279,-82.44453
Pataskala,Product2,166810500,Basil,Cornell,1789,109.28,35.84,195501.92,64117.76,131384.16,40.00296,-82.67658
Newark,Product1,131373155,Joya,Godfrey,5091,421.89,364.69,2147841.99,1856636.79,291205.2,40.08118,-82.42784
Granville,Product1,913277423,Latrice,Overstreet,7939,154.06,90.93,1223082.34,721893.27,501189.07,40.06813,-82.52057
Columbus,Product1,386009633,Launa,Saucier,7683,81.73,56.67,627931.59,435395.61,192535.98,40.06714,-83.09303
Lancaster,Product1,993368613,Santos,Spruill,8702,81.73,56.67,711214.46,493142.34,218072.12,39.71344,-82.60203
Lancaster,Product1,299465692,Allan,Surratt,7408,651.21,524.96,4824163.68,3888903.68,935260,39.71474,-82.56474
Dublin,Product2,438724696,Sarai,Hatton,7242,154.06,90.93,1115702.52,658515.06,457187.46,40.105,-83.1593
Grove City,Product1,465881955,Marlin,Duong,3678,437.2,263.33,1608021.6,968527.74,639493.86,39.87867,-83.06045
Columbus,Product1,405986297,Stevie,Agee,9222,255.28,159.42,2354192.16,1470171.24,884020.92,39.97362,-83.01031
Columbus,Product2,804399049,Danial,Spaulding,8409,668.27,502.54,5619482.43,4225858.86,1393623.57,40.06767,-83.01925
Delaware,Product1,476794040,Sharee,Lemay,2807,47.45,31.79,133192.15,89234.53,43957.62,40.26462,-83.06921
Columbus,Product1,559157598,Edwin,Stillwell,6014,81.73,56.67,491524.22,340813.38,150710.84,39.98891,-83.04631
Dublin,Product2,457788550,Christian,Bartels,8660,437.2,263.33,3786152,2280437.8,1505714.2,40.10692,-83.16636
Columbus,Product1,999298226,Bruno,Madsen,3407,154.06,90.93,524882.42,309798.51,215083.91,39.97619,-83.00337
Madison,Product1,380610454,Xenia,Peacock,9946,421.89,364.69,4196117.94,3627206.74,568911.2,41.8028,-81.05425
Mentor-On-The-Lake,Product2,918961560,Sadie,Earls,2,255.28,159.42,510.56,318.84,191.72,41.70613,-81.3613
Mentor,Product1,501900374,Dee,Laplante,2329,651.21,524.96,1516668.09,1222631.84,294036.25,41.66269,-81.35485
Wickliffe,Product2,237288224,Milo,Dion,7713,668.27,502.54,5154366.51,3876091.02,1278275.49,41.60473,-81.47592
Willoughby,Product1,403298938,Karrie,Conley,3973,437.2,263.33,1736995.6,1046210.09,690785.51,41.62678,-81.42705
Willowick,Product1,898418843,Annetta,Martins,955,152.58,97.44,145713.9,93055.2,52658.7,41.65237,-81.44222
Painesville,Product1,791446769,Shiloh,Church,5541,152.58,97.44,845445.78,539915.04,305530.74,41.69727,-81.27991
Willoughby Hills,Product1,571494042,Lacy,Camacho,6642,47.45,31.79,315162.9,211149.18,104013.72,41.58243,-81.48754
Eastlake,Product1,797984492,Latricia,Kelly,199,437.2,263.33,87002.8,52402.67,34600.13,41.64256,-81.43595
Perry,Product1,750654447,Olin,Drury,4187,437.2,263.33,1830556.4,1102562.71,727993.69,41.7683,-81.1445
Mentor,Product1,679552733,Ines,Speed,3610,109.28,35.84,394500.8,129382.4,265118.4,41.67414,-81.32304
Painesville,Product2,455040681,Ernest,Bonner,5504,154.06,90.93,847946.24,500478.72,347467.52,41.72376,-81.24447
Beachwood,Product1,917792117,Georgiann,Hensley,3938,109.28,35.84,430344.64,141137.92,289206.72,41.4645,-81.5183
Lyndhurst,Product2,728793370,Kortney,Michaud,5009,437.2,263.33,2189934.8,1319019.97,870914.83,41.51994,-81.48485
Euclid,Product1,419343268,Roselee,Cecil,1847,9.33,6.92,17232.51,12781.24,4451.27,41.61198,-81.52299
Pepper Pike,Product1,141053140,Ming,Holcomb,9613,205.7,117.11,1977394.1,1125778.43,851615.67,41.46228,-81.4591
Bedford Heights,Product2,115846812,Stefania,Couch,501,205.7,117.11,103055.7,58672.11,44383.59,41.41223,-81.52734
North Olmsted,Product1,185960614,Paige,Scanlon,8733,9.33,6.92,81478.89,60432.36,21046.53,41.41966,-81.90163
Independence,Product1,263943374,Cynthia,Burchfield,5565,668.27,502.54,3718922.55,2796635.1,922287.45,41.39656,-81.64551
Westlake,Product1,782656419,Ollie,Totten,4282,651.21,524.96,2788481.22,2247878.72,540602.5,41.46398,-81.9488
Chardon,Product1,445273578,Marc,Shannon,5201,651.21,524.96,3386943.21,2730316.96,656626.25,41.58342,-81.20418
Chesterland,Product1,275281178,Bart,Angel,673,651.21,524.96,438264.33,353298.08,84966.25,41.51818,-81.38505
Chagrin Falls,Product1,466478049,Brandon,Vandyke,76,9.33,6.92,709.08,525.92,183.16,41.3911,-81.33876
Cleveland Heights,Product1,832975518,Arlie,Christy,4821,421.89,364.69,2033931.69,1758170.49,275761.2,41.50107,-81.59479
Seven Hills,Product1,359197413,Deandrea,Barnhill,3352,255.28,159.42,855698.56,534375.84,321322.72,41.35586,-81.68458
Berea,Product1,349880063,Palmer,Ogle,6141,255.28,159.42,1567674.48,978998.22,588676.26,41.37214,-81.86863
Cleveland,Product2,380072295,Ronny,Sewell,693,437.2,263.33,302979.6,182487.69,120491.91,41.45013,-81.81855
Lorain,Product1,545135438,Linwood,Matlock,6545,668.27,502.54,4373827.15,3289124.3,1084702.85,41.45263,-82.16627
Sheffield Lake,Product1,110743319,Sindy,Youngblood,264,255.28,159.42,67393.92,42086.88,25307.04,41.48946,-82.11308
Lorain,Product1,662882268,Reyes,Mohr,449,437.2,263.33,196302.8,118235.17,78067.63,41.4187,-82.20888
Lorain,Product1,257851111,Rubin,Wilbanks,2729,421.89,364.69,1151337.81,995239.01,156098.8,41.42724,-82.11728
Strongsville,Product1,172261178,Kandi,Ziegler,4765,255.28,159.42,1216409.2,759636.3,456772.9,41.31051,-81.83513
Cleveland,Product1,853036296,Gerard,Mcneal,1251,81.73,56.67,102244.23,70894.17,31350.06,41.49472,-81.62442
Medina,Product1,567412793,Hershel,Lavoie,8910,9.33,6.92,83130.3,61657.2,21473.1,41.15607,-81.85741
Akron,Product2,352939498,Jermaine,Tyree,1495,109.28,35.84,163373.6,53580.8,109792.8,41.11147,-81.46606
Barberton,Product1,867477738,Tom,Dancy,4795,109.28,35.84,523997.6,171852.8,352144.8,41.01038,-81.58941
Akron,Product1,139201343,Kaye,Newton,1625,437.2,263.33,710450,427911.25,282538.75,41.02866,-81.49142
Akron,Product2,316596639,Kizzy,Alves,6836,9.33,6.92,63779.88,47305.12,16474.76,41.07723,-81.49743
Norton,Product2,918462455,Malik,Wenger,2305,47.45,31.79,109372.25,73275.95,36096.3,41.02537,-81.63818
Cuyahoga Falls,Product2,183910119,Ute,Peeler,1946,437.2,263.33,850791.2,512440.18,338351.02,41.14634,-81.47485
Akron,Product1,922363460,Reita,Frederick,6700,109.28,35.84,732176,240128,492048,41.03201,-81.42811
Twinsburg,Product1,163558804,Lacy,Winchester,9540,668.27,502.54,6375295.8,4794231.6,1581064.2,41.31106,-81.44024
Akron,Product1,407544982,Roland,Desimone,472,9.33,6.92,4403.76,3266.24,1137.52,41.2016,-81.63791
Akron,Product1,174683320,Van,Horne,1531,421.89,364.69,645913.59,558340.39,87573.2,40.95196,-81.56739
Wadsworth,Product1,755647647,Frieda,Ragsdale,1786,668.27,502.54,1193530.22,897536.44,295993.78,41.04385,-81.72877
Brunswick,Product1,361424291,Amparo,Carrillo,2334,421.89,364.69,984691.26,851186.46,133504.8,41.23836,-81.80286
Akron,Product1,873312079,Leida,Rosser,1306,255.28,159.42,333395.68,208202.52,125193.16,41.11199,-81.57465
Ravenna,Product1,192922341,Detra,Catron,8863,47.45,31.79,420549.35,281754.77,138794.58,41.15767,-81.24459
Aurora,Product1,792178905,Kasey,Pleasant,2197,205.7,117.11,451922.9,257290.67,194632.23,41.31735,-81.35538
Mantua,Product1,263318097,Bobby,Sorenson,531,255.28,159.42,135553.68,84652.02,50901.66,41.28463,-81.22397
Randolph,Product1,768888747,Cinthia,Hand,122,651.21,524.96,79447.62,64045.12,15402.5,41.03241,-81.24822
Kent,Product1,491752183,Jenny,Burroughs,9254,668.27,502.54,6184170.58,4650505.16,1533665.42,41.13765,-81.35556
Stow,Product1,385082232,Kiana,Ralph,3245,9.33,6.92,30275.85,22455.4,7820.45,41.15521,-81.40022
Akron,Product1,122365224,Margart,Cosgrove,9444,421.89,364.69,3984329.16,3444132.36,540196.8,41.0836,-81.51752
Canton,Product1,347399985,Daron,Mcmaster,2231,668.27,502.54,1490910.37,1121166.74,369743.63,40.84758,-81.43441
Alliance,Product1,424297845,Weston,Chow,8016,47.45,31.79,380359.2,254828.64,125530.56,40.90162,-81.09067
Hartville,Product1,687482631,Sook,Devlin,243,651.21,524.96,158244.03,127565.28,30678.75,40.96781,-81.34575
Alliance,Product1,191690671,Luanna,Bravo,4384,437.2,263.33,1916684.8,1154438.72,762246.08,40.90181,-81.12282
Akron,Product1,761970794,Randy,Gordon,2945,205.7,117.11,605786.5,344888.95,260897.55,41.13242,-81.6188
Canton,Product1,243684327,Lashawnda,Yee,462,255.28,159.42,117939.36,73652.04,44287.32,40.79818,-81.37498
Minerva,Product2,152505099,Miss,Hargis,8503,109.28,35.84,929207.84,304747.52,624460.32,40.72871,-81.1044
North Canton,Product1,724419438,Kristopher,Collette,665,205.7,117.11,136790.5,77878.15,58912.35,40.87775,-81.40253
Canton,Product1,465726172,Shawanna,Gagnon,7579,668.27,502.54,5064818.33,3808750.66,1256067.67,40.83161,-81.3852
Louisville,Product1,203036630,Aldo,Nguyen,1905,255.28,159.42,486308.4,303695.1,182613.3,40.83762,-81.2601
Canton,Product1,833274638,Buck,Noyes,3337,421.89,364.69,1407846.93,1216970.53,190876.4,40.87277,-81.3344
Wooster,Product1,173676526,Jacalyn,Briggs,3598,668.27,502.54,2404435.46,1808138.92,596296.54,40.7984,-81.94158
Wooster,Product2,611791121,Emilio,Hoyle,1443,152.58,97.44,220172.94,140605.92,79567.02,40.8245,-81.93198
Uniontown,Product1,555479753,Karl,Nunez,7658,437.2,263.33,3348077.6,2016581.14,1331496.46,40.97681,-81.40693
Medina,Product1,282916247,Kennith,Dasilva,59,47.45,31.79,2799.55,1875.61,923.94,41.13619,-81.8052
Hudson,Product1,592586934,Billy,Kyle,8497,205.7,117.11,1747832.9,995083.67,752749.23,41.23995,-81.44967
Mansfield,Product1,553290641,Shelley,Rojas,9851,109.28,35.84,1076517.28,353059.84,723457.44,40.75935,-82.56409
Mansfield,Product1,654138696,Chasity,Guido,3031,109.28,35.84,331227.68,108631.04,222596.64,40.72991,-82.53724
Mansfield,Product1,554554927,Trevor,Jacob,3981,205.7,117.11,818891.7,466214.91,352676.79,40.77054,-82.48562
Mount Gilead,Product1,434275662,Cathrine,Champagne,674,651.21,524.96,438915.54,353823.04,85092.5,40.5494,-82.82835
Ashland,Product2,543349730,Henry,Phipps,8115,81.73,56.67,663238.95,459877.05,203361.9,40.85574,-82.33352
Youngstown,Product1,752138459,Santo,Byrd,3339,255.28,159.42,852379.92,532303.38,320076.54,41.10069,-80.6506
Poland,Product1,101315677,Carline,Sharkey,415,154.06,90.93,63934.9,37735.95,26198.95,41.02498,-80.61555
Youngstown,Product2,851867711,Davida,Pemberton,5441,205.7,117.11,1119213.7,637195.51,482018.19,41.10252,-80.72816
Youngstown,Product1,835093390,Valentin,Purvis,1547,81.73,56.67,126436.31,87668.49,38767.82,41.07015,-80.65859
Boardman,Product1,202604043,Cristobal,Bone,3893,205.7,117.11,800790.1,455909.23,344880.87,41.02453,-80.67406
Youngstown,Product1,976323497,Art,Dubose,4674,47.45,31.79,221781.3,148586.46,73194.84,41.09956,-80.76459
Canfield,Product1,298488080,Dale,Sipes,8111,437.2,263.33,3546129.2,2135869.63,1410259.57,41.02586,-80.761
Warren,Product1,781646621,Stevie,Parkinson,5460,47.45,31.79,259077,173573.4,85503.6,41.28275,-80.84499
Girard,Product1,158660447,Andrea,Bueno,7,9.33,6.92,65.31,48.44,16.87,41.15398,-80.7017
Salem,Product1,732703387,Sherrell,Kasper,2069,47.45,31.79,98174.05,65773.51,32400.54,40.90126,-80.85538
Columbiana,Product1,827261769,Angelina,Fredrick,3996,47.45,31.79,189610.2,127032.84,62577.36,40.88917,-80.69364
East Liverpool,Product1,636134421,Werner,Griffis,5166,47.45,31.79,245126.7,164227.14,80899.56,40.6732,-80.57728
Warren,Product1,873432672,Zula,Romeo,6992,668.27,502.54,4672543.84,3513759.68,1158784.16,41.23968,-80.74048
Newton Falls,Product1,523580348,Edwin,Desimone,7915,109.28,35.84,864951.2,283673.6,581277.6,41.18821,-80.97818
Warren,Product1,891313779,Serina,Werner,8409,81.73,56.67,687267.57,476538.03,210729.54,41.23411,-80.8339
Youngstown,Product1,651681792,Florentino,Mclain,5979,109.28,35.84,653385.12,214287.36,439097.76,41.15308,-80.66494
Niles,Product1,800045716,Jamie,Jansen,161,81.73,56.67,13158.53,9123.87,4034.66,41.21094,-80.75273
Marietta,Product1,602079379,Maisie,Lorenzo,7523,651.21,524.96,4899052.83,3949274.08,949778.75,39.41502,-81.45496
Marietta,Product1,743769109,Ahmad,Petit,6662,154.06,90.93,1026347.72,605775.66,420572.06,39.44114,-81.46006
Marietta,Product1,181413733,Verlene,Andres,3210,668.27,502.54,2145146.7,1613153.4,531993.3,39.41137,-81.43047
Belpre,Product1,191624581,Tarsha,Webster,4827,9.33,6.92,45035.91,33402.84,11633.07,39.27435,-81.56945
Coshocton,Product1,321325480,Darell,Runyon,6205,9.33,6.92,57892.65,42938.6,14954.05,40.27332,-81.86521
West Lafayette,Product1,637752759,Oliver,Grimes,4069,651.21,524.96,2649773.49,2136062.24,513711.25,40.27574,-81.75275
Dresden,Product1,378455245,Moses,Hutchinson,2172,109.28,35.84,237356.16,77844.48,159511.68,40.11596,-82.00808
Dover,Product1,201294267,Julio,Grice,6302,152.58,97.44,961559.16,614066.88,347492.28,40.52022,-81.47955
Newcomerstown,Product1,834443652,Tristan,Boggs,9275,421.89,364.69,3913029.75,3382499.75,530530,40.27566,-81.60796
New Philadelphia,Product1,826389729,Jong,Seibert,5940,205.7,117.11,1221858,695633.4,526224.6,40.48948,-81.44435
Uhrichsville,Product1,595931327,Jeane,Deyoung,8177,154.06,90.93,1259748.62,743534.61,516214.01,40.39118,-81.34602
Dover,Product1,182179772,Lon,Sharkey,9898,81.73,56.67,808963.54,560919.66,248043.88,40.54931,-81.49469
Athens,Product2,594558894,Domingo,Storm,2044,9.33,6.92,19070.52,14144.48,4926.04,39.32915,-82.10109
Athens,Product1,662805020,Jae,Shipman,7589,421.89,364.69,3201723.21,2767632.41,434090.8,39.31998,-82.10519
Athens,Product1,186966979,Sherman,Lawton,6539,668.27,502.54,4369817.53,3286109.06,1083708.47,39.33703,-82.06911
